WORD_norm	WORD	Transcription1	PerMilFreq	zipf	Length	AvePhonLength	n_syllables	H_GPC_word	H_PGC_word	H_GPC_grapheme_word	H_PGC_grapheme_word	H_GPC_onset_word	H_PGC_onset_word	H_GPC_rime_word	H_PGC_rime_word	H_GPC_OVC_word	H_PGC_OVC_word	OUF	OUB	OU	MAXOUF	MAXOUB	MINOUF	MINOUB	PUF	PUB	PU	MAXPUF	MAXPUB	MINPUF	MINPUB	OU_PU_Mismatch	OUF_PUF_Mismatch	OUB_PUB_Mismatch	SN_k25	SN_k50	Entropy_beta5	Entropy_beta10	Dispersion_k50	Hubness_k50	ClusteringCoeff_k25
جاستیفای	جاستیفای	jɑstifɑy	0.767389	2.885015	8	8.0	3.0	0.0	0.0	0.476042	0.368974	0.000447	0.113935	0.866013	0.378545	1.533441	7.935464	0.022264	0.059915	0.082179	0.130041	0.394856	1e-05	1e-05	0.021579	0.007484	0.029064	0.130254	0.03899	8e-06	8e-06	0.053116	0.000685	0.052431							
په	په	pah	6.927179	3.840556	2	3.0	1.0	0.0	0.0	0.491135	0.317	0.0	0.0	0.839896	1.471411	0.291209	7.961217	0.073164	0.205035	0.278199	0.144295	0.407647	0.002033	0.002424	0.06075	0.038932	0.099682	0.141666	0.102088	0.002521	0.000114	0.178517	0.012414	0.166104	25.0	38.0	0.99893	0.995456	0.000314	5.0	0.2
نشکنه	نشکنه	naʃkane	2.070724	3.316122	5	7.0	3.0	0.0	0.0	0.197961	0.053159	0.001104	0.000581	2.055667	0.318266	0.838463	7.604766	0.054019	0.1103	0.164319	0.244687	0.407647	2.4e-05	2.4e-05	0.055614	0.003272	0.058886	0.237072	0.022373	2.1e-05	2.1e-05	0.105433	-0.001595	0.107028	25.0	50.0	0.989876	0.951186	0.002518	83.0	0.293333
وجوه	وجوه	vɔjuh	13.418807	4.127714	4	5.0	2.0	0.0	0.0	1.195624	0.420735	0.009398	0.00249	1.384048	0.558388	1.730356	7.381217	0.034894	0.105993	0.140887	0.11145	0.407647	0.000135	0.000135	0.028056	0.022525	0.050581	0.101134	0.102088	0.000117	0.000117	0.090306	0.006838	0.083468	25.0	38.0	0.993606	0.969717	0.001663	41.0	0.246667
شانزده	شانزده	ʃɑnzdah	22.010313	4.342626	6	7.0	2.0	0.0	0.0	0.341436	0.357654	0.00133	0.000526	0.419948	0.735706	0.9496	8.075093	0.037261	0.095014	0.132274	0.185199	0.407647	0.000456	0.000212	0.029832	0.017956	0.047789	0.174303	0.102088	0.000429	0.000184	0.084486	0.007428	0.077058	25.0	50.0	0.956724	0.83509	0.011438	96.0	0.77
نوزده	نوزده	nuzdah	18.231096	4.260813	5	6.0	2.0	0.0	0.0	0.576806	0.399449	0.000858	0.000962	0.8767	0.981227	1.465223	7.275905	0.054528	0.113685	0.168213	0.244687	0.407647	0.000498	0.000179	0.04085	0.020779	0.061628	0.237072	0.102088	0.000432	0.000155	0.106585	0.013679	0.092906	25.0	50.0	0.961033	0.831625	0.009223	93.0	0.676667
ده	ده	dah	669.75305	5.825915	2	3.0	1.0	1.0	0.0	0.491676	0.488401	0.001716	0.001053	0.839896	1.413976	0.994291	7.706099	0.148445	0.28057	0.429015	0.281878	0.407647	0.015012	0.153494	0.117292	0.03991	0.157202	0.278657	0.102088	0.010821	0.0049	0.271813	0.031153	0.240661	25.0	49.0	0.974181	0.90011	0.007529	63.0	0.68
شانگهای	شانگهای	ʃɑnɡhɑy	10.838527	4.03497	7	7.0	2.0	0.0	0.0	0.565251	0.325517	0.002452	0.358523	0.702346	0.229324	0.724401	8.188969	0.031813	0.072628	0.104441	0.185199	0.394856	0.000111	0.000111	0.029648	0.008667	0.038315	0.174303	0.03899	9.6e-05	9.6e-05	0.066126	0.002165	0.063962	25.0	50.0	0.992983	0.963817	0.001676	35.0	0.293333
لیو	لیو	liv	4.386979	3.642166	3	3.0	1.0	0.0	0.0	0.918007	0.201641	0.003509	0.003359	0.94718	0.0	1.580228	7.428455	0.023805	0.0496	0.073405	0.058995	0.119438	0.001267	0.000742	0.022567	0.004427	0.026994	0.056862	0.011059	0.000908	0.000205	0.046411	0.001237	0.045173	25.0	50.0	0.998209	0.991976	0.000501	88.0	0.226667
پای	پای	pɑy	291.303449	5.464346	3	3.0	1.0	0.0	0.0	0.634584	0.381653	0.0	0.0	0.80039	0.180014	1.183104	8.188969	0.066129	0.160242	0.226371	0.144295	0.394856	0.015687	0.002503	0.062693	0.020566	0.083259	0.141666	0.03899	0.009187	0.001935	0.143111	0.003435	0.139676	24.0	24.0	0.989266	0.950512	0.002805	31.0	0.266667
لایو	لایو	lɑyv	4.283859	3.631835	4	4.0	1.0	0.0	0.0	0.954583	0.423274	0.003509	0.003359	0.0	0.0	0.0	8.188969	0.018935	0.037362	0.056297	0.058995	0.119438	0.000168	0.000114	0.017868	0.002895	0.020763	0.056862	0.011059	4.1e-05	9.9e-05	0.035534	0.001067	0.034467	25.0	50.0	0.994825	0.975117	0.001357	84.0	0.166667
هیوندای	هیوندای	hiyundɑy	0.77469	2.889128	7	8.0	3.0	0.0	0.0	0.803795	0.40943	0.002838	0.249253	0.77897	0.159935	0.923503	7.402672	0.025017	0.069971	0.094989	0.14918	0.394856	1e-05	1e-05	0.027665	0.007485	0.03515	0.201815	0.03899	8e-06	8e-06	0.059838	-0.002648	0.062487	25.0	50.0	0.994634	0.975198	0.001425	137.0	0.453333
تراموای	تراموای	tɛrɑmvɑy	0.540751	2.732997	7	8.0	3.0	0.0	0.0	0.695719	0.401985	0.007312	0.115596	0.976386	0.307814	1.341828	7.942973	0.031192	0.070593	0.101785	0.178211	0.394856	7e-06	7e-06	0.03026	0.00751	0.03777	0.189863	0.03899	6e-06	6e-06	0.064015	0.000932	0.063083	25.0	38.0	0.979556	0.894382	0.004835	41.0	0.45
پایاپای	پایاپای	pɑyɑpɑy	1.734674	3.239218	7	7.0	3.0	0.0	0.0	0.695973	0.342299	0.238307	0.009886	0.692063	0.297907	1.259998	8.188969	0.029012	0.068691	0.097703	0.144295	0.394856	2e-05	2e-05	0.027453	0.008825	0.036278	0.141666	0.03899	1.8e-05	1.8e-05	0.061425	0.001559	0.059866	3.0	3.0	0.98953	0.931108	0.002066	16.0	0.15
لنگرگاه	لنگرگاه	lanɡarɡɑh	14.24994	4.153813	7	9.0	3.0	0.0	0.0	0.296252	0.168956	0.002654	0.003407	0.937384	0.592126	1.032973	8.037134	0.009108	0.071554	0.080662	0.058995	0.407647	0.000148	0.000143	0.009265	0.020922	0.030187	0.056862	0.102088	0.000128	0.000123	0.050475	-0.000156	0.050632	20.0	20.0	0.986954	0.912714	0.002532	32.0	0.22
پرشکوه	پرشکوه	pɔrʃɔkuh	1.963294	3.292985	6	8.0	3.0	0.0	0.0	0.481583	0.307279	0.001418	0.0	1.330984	1.030322	1.48785	7.644759	0.029165	0.071099	0.100264	0.144295	0.407647	2.3e-05	2.3e-05	0.023143	0.014426	0.037569	0.141666	0.102088	2e-05	2e-05	0.062695	0.006022	0.056673	25.0	30.0	0.950676	0.728434	0.008546	55.0	0.24
تولستوی	تولستوی	tɔlstɔy	4.026586	3.604937	7	7.0	2.0	0.0	0.0	0.66493	0.664047	0.00134	0.341806	1.233383	0.737901	0.459197	8.171841	0.03275	0.062361	0.095111	0.178211	0.394856	4.5e-05	4.5e-05	0.030443	0.005889	0.036331	0.189863	0.03899	3.9e-05	3.9e-05	0.05878	0.002308	0.056472	25.0	50.0	0.994027	0.974038	0.00168	97.0	0.47
خوی	خوی	xuy	19.342628	4.286515	3	3.0	1.0	0.0	0.0	0.913269	0.357251	0.0	0.003738	1.813874	0.0	0.911863	6.590593	0.108693	0.145422	0.254115	0.194215	0.394856	0.001181	0.000214	0.078676	0.018501	0.097177	0.182979	0.03899	0.000189	0.000163	0.156939	0.030017	0.126921	2.0	2.0	0.991809	0.951947	0.001809	5.0	0.183333
سیزده	سیزده	sizdah	39.091964	4.592087	5	6.0	2.0	0.0	0.0	0.364697	0.529201	0.000858	0.405172	0.492416	1.069095	1.081009	7.694836	0.039663	0.11377	0.153433	0.169645	0.407647	0.000578	0.000357	0.037852	0.02083	0.058683	0.204351	0.102088	0.000501	0.00031	0.09475	0.001811	0.09294	25.0	41.0	0.958647	0.847665	0.011372	42.0	0.76
توجه	توجه	tavajjɔh	971.567233	5.987473	4	8.0	3.0	0.0	0.0	0.720724	0.355645	0.006712	0.115596	1.912055	1.025628	1.164065	8.031425	0.059003	0.111847	0.17085	0.178211	0.407647	0.006793	0.00965	0.048032	0.017545	0.065576	0.189863	0.102088	0.005926	0.005415	0.105274	0.010972	0.094302	25.0	26.0	0.970587	0.843754	0.005726	72.0	0.18
رای	رأی	raʔy	137.047353	5.136871	3	4.0	1.0	0.0	0.999795	0.279842	0.728699	0.001799	0.0	0.0	1.57612	0.0	7.961217	0.048381	0.132357	0.180738	0.141799	0.394856	0.001132	0.001108	0.055476	0.014115	0.069592	0.147505	0.03899	0.002191	0.002174	0.111147	-0.007095	0.118242	18.0	18.0	0.896763	0.443938	0.013371	38.0	0.273333
گواه	گواه	ɡavɑh	10.076212	4.003297	4	5.0	2.0	0.0	0.0	0.988149	0.278038	0.010512	0.004206	0.735468	0.764311	0.837844	8.075093	0.034648	0.117345	0.151993	0.115115	0.407647	0.000662	0.000104	0.026678	0.031953	0.058631	0.112067	0.102088	0.000574	9e-05	0.093362	0.00797	0.085392	6.0	6.0	0.975056	0.868699	0.005134	15.0	0.196667
شای	شای	ʃɑy	3.890763	3.590035	3	3.0	1.0	0.0	0.0	0.634636	0.370634	0.000944	0.0	0.80039	0.180014	1.2504	8.188969	0.076858	0.159655	0.236513	0.185199	0.394856	0.013767	0.000741	0.071477	0.019936	0.091413	0.174303	0.03899	0.012041	4.4e-05	0.1451	0.005382	0.139719	25.0	50.0	0.998287	0.992494	0.000488	50.0	0.26
نیکلای	نیکلای	nikɔlɑy	4.678118	3.670071	6	7.0	3.0	0.0	0.99998	0.460856	0.318817	0.002273	0.00141	0.898538	0.511016	1.377907	7.929755	0.052454	0.080429	0.132883	0.244687	0.394856	5.1e-05	5.1e-05	0.042713	0.008684	0.051396	0.237072	0.03899	8.8e-05	8.8e-05	0.081487	0.009742	0.071745	25.0	50.0	0.981843	0.885548	0.003541	75.0	0.41
موجه	موجه	mɔvajjah	9.47565	3.976609	4	8.0	3.0	0.0	0.0	0.721083	0.292025	0.006954	0.002366	1.912055	1.178664	1.19155	8.031425	0.11079	0.10946	0.220251	0.377749	0.407647	0.000145	0.000103	0.0707	0.014663	0.085363	0.3953	0.102088	9.4e-05	8.9e-05	0.134888	0.04009	0.094797	8.0	8.0	0.985716	0.920589	0.003108	20.0	0.123333
هیجده	هیجده	hijdah	5.940771	3.773843	5	6.0	2.0	0.0	0.0	0.561105	0.348238	0.002838	0.35905	0.722359	0.735706	0.723625	7.694836	0.035012	0.112325	0.147337	0.14918	0.407647	8.9e-05	6.4e-05	0.036783	0.020471	0.057253	0.201815	0.102088	7.7e-05	5.5e-05	0.090084	-0.001771	0.091854	25.0	50.0	0.963057	0.823125	0.007962	85.0	0.483333
هیفده	هیفده	hifdah	0.561178	2.749101	5	6.0	2.0	0.0	0.0	0.561024	0.337375	0.002838	0.35905	0.609452	0.735706	0.927188	7.694836	0.034658	0.11228	0.146938	0.14918	0.407647	7e-06	7e-06	0.036742	0.02045	0.057192	0.201815	0.102088	6e-06	6e-06	0.089746	-0.002084	0.091829							
گیاه	گیاه	ɡiyɑh	91.819571	4.962935	4	5.0	2.0	0.0	0.0	0.723038	0.409602	0.002227	0.016545	0.603664	0.609907	0.898211	7.808712	0.032721	0.118128	0.150848	0.115115	0.407647	0.001666	0.000779	0.025512	0.033236	0.058748	0.112067	0.102088	0.001448	0.000676	0.092101	0.007209	0.084892	25.0	50.0	0.994258	0.965064	0.001217	82.0	0.2
لغو	لغو	laɢv	102.742824	5.011751	3	4.0	1.0	0.0	0.0	0.645183	0.306951	0.003509	0.003359	0.0	0.0	0.0	7.961217	0.020438	0.040404	0.060842	0.058995	0.119438	0.000893	0.000858	0.020388	0.003321	0.023708	0.056862	0.011059	0.000771	0.000742	0.037133	5e-05	0.037083	25.0	26.0	0.987306	0.929656	0.0029	56.0	0.183333
لوکوموتیو	لوکوموتیو	lɔkɔmɔtiv	7.046926	3.848	9	9.0	4.0	0.0	0.0	0.940309	0.371444	0.002556	0.086821	1.137957	1.120485	1.53876	7.985995	0.007775	0.016669	0.024444	0.058995	0.119438	7.5e-05	7.5e-05	0.007948	0.001595	0.009543	0.056862	0.011059	6.5e-05	6.5e-05	0.014901	-0.000173	0.015074	25.0	26.0	0.983443	0.904133	0.003472	10.0	0.206667
متغیرهای	متغیرهای	mɔtɛɢayyɛrhɑye	10.034606	4.0015	8	14.0	6.0	0.0	0.0	0.468565	0.566766	0.144457	0.308764	1.567238	0.802859	0.791628	7.685976	0.053345	0.064625	0.11797	0.377749	0.394856	0.000103	0.000103	0.044482	0.001696	0.046179	0.3953	0.022373	9e-05	9e-05	0.071791	0.008863	0.062928	25.0	50.0	0.953619	0.73707	0.007619	51.0	0.38
ویو	ویو	viyu	11.16311	4.047785	3	4.0	2.0	0.0	0.0	1.546402	0.345189	0.018797	0.01732	0.930225	0.195768	1.026697	7.009524	0.044051	0.049434	0.093485	0.11145	0.119438	0.000542	0.000244	0.028457	0.008325	0.036782	0.101134	0.03114	0.000113	0.000115	0.056703	0.015594	0.041109	23.0	23.0	0.993921	0.962465	0.001268	43.0	0.126667
رختشوی	رختشوی	raxtʃuy	0.446299	2.649626	6	7.0	2.0	0.0	0.0	0.456722	0.249668	0.001371	0.0	1.310133	0.0	0.809595	7.275905	0.024237	0.072776	0.097013	0.141799	0.394856	4.3e-05	6e-06	0.030233	0.007943	0.038176	0.147505	0.03899	5e-06	5e-06	0.058837	-0.005996	0.064833							
واگرا	واگرا	vɑɡarɑʔ	1.26631	3.10254	5	7.0	3.0	0.0	0.0	0.806944	0.356333	0.007607	0.002804	0.812831	0.997486	1.278345	8.113051	0.03215	0.042699	0.074849	0.11145	0.196007	3.2e-05	1.5e-05	0.020689	0.008914	0.029603	0.101134	0.051409	2.8e-05	1.3e-05	0.045246	0.011461	0.033785	11.0	11.0	0.989291	0.918703	0.001795	10.0	0.163333
تای	تای	tɑy	50.770383	4.70561	3	3.0	1.0	0.0	0.0	0.634679	0.559898	0.00134	0.341806	0.80039	0.180014	0.918394	8.188969	0.070995	0.160785	0.23178	0.178211	0.394856	0.004103	0.004132	0.0717	0.020052	0.091752	0.189863	0.03899	0.002438	0.000393	0.140028	-0.000705	0.140733	5.0	5.0	0.993063	0.965589	0.001719	20.0	0.233333
منزه	منزه	mɔnazzah	1.877694	3.273625	4	8.0	3.0	0.0	0.0	0.246196	0.537437	0.001504	0.45171	1.901563	1.606217	1.153486	8.031425	0.104275	0.109398	0.213673	0.377749	0.407647	2.2e-05	2.2e-05	0.070747	0.0146	0.085346	0.3953	0.102088	1.9e-05	1.9e-05	0.128327	0.033529	0.094798	23.0	23.0	0.990932	0.954786	0.002194	42.0	0.136667
سپه	سپه	sɛpah	6.124867	3.787097	3	5.0	2.0	0.0	0.0	0.327435	0.554727	0.0	0.404646	0.997494	0.83402	0.145604	7.706099	0.058809	0.136712	0.195521	0.169645	0.407647	0.000201	6.6e-05	0.054903	0.023382	0.078285	0.204351	0.102088	0.000113	5.7e-05	0.117237	0.003906	0.11333	5.0	5.0	0.98988	0.945778	0.002276	12.0	0.126667
کراولی	کراولی	kɛrɑwly	20.525648	4.312297	6	7.0	2.0	0.0	0.0	0.637587	0.474123	0.002555	0.0	0.686346	0.111241	0.725617	7.819975	0.054118	0.078321	0.132439	0.237071	0.394856	0.000199	0.000199	0.048156	0.00572	0.053876	0.277575	0.03899	0.000172	0.000172	0.078564	0.005962	0.072601	25.0	50.0	0.997154	0.985422	0.000706	79.0	0.37
مرفه	مرفه	mɔraffah	6.826316	3.834186	4	8.0	3.0	0.0	0.0	0.246032	0.242793	0.001288	0.000706	1.948778	1.194394	1.090379	8.031425	0.10949	0.105965	0.215455	0.377749	0.407647	7.3e-05	7.3e-05	0.0731	0.014632	0.087733	0.3953	0.102088	6.3e-05	6.3e-05	0.127723	0.03639	0.091333	25.0	30.0	0.986713	0.940435	0.003466	37.0	0.18
گردشگاه	گردشگاه	ɡardɛʃɡɑh	1.912455	3.281591	7	9.0	3.0	0.0	0.0	0.29431	0.239971	0.002057	0.002638	0.961104	0.461616	1.074003	7.867056	0.024291	0.072781	0.097072	0.115115	0.407647	2.2e-05	2.2e-05	0.017187	0.022342	0.039529	0.112067	0.102088	1.9e-05	1.9e-05	0.057543	0.007104	0.050439	25.0	50.0	0.974267	0.828939	0.004247	84.0	0.196667
لهو	لهو	lahv	0.680421	2.832778	3	4.0	1.0	0.0	0.0	0.965617	0.374784	0.003509	0.003359	0.0	0.789376	0.0	7.961217	0.020388	0.040216	0.060604	0.058995	0.119438	9e-06	9e-06	0.021659	0.00305	0.024709	0.056862	0.011059	7e-06	7e-06	0.035895	-0.001271	0.037166	15.0	15.0	0.959379	0.743596	0.006948	21.0	0.236667
پژوه	پژوه	pɛʒuh	2.197552	3.341939	4	5.0	2.0	0.0	0.0	0.720538	0.372952	0.0	0.0	0.963733	0.597148	0.602131	7.020788	0.037614	0.105933	0.143547	0.144295	0.407647	0.001915	2.6e-05	0.036151	0.022468	0.058619	0.141666	0.102088	0.001665	2.2e-05	0.084928	0.001463	0.083465	10.0	10.0	0.988607	0.917451	0.001997	33.0	0.063333
چاو	چاو	çɑw	12.369002	4.092335	3	3.0	1.0	0.0	0.0	0.988171	0.481009	0.0	0.0	0.574705	0.158733	0.656678	8.188969	0.032168	0.040612	0.07278	0.081605	0.119438	0.000296	0.000134	0.029608	0.000154	0.029762	0.075811	0.000179	0.000131	0.000116	0.043018	0.002559	0.040458	1.0	1.0	0.997506	0.988442	0.000678	5.0	0.206667
نوپای	نوپای	nopɑy	1.489583	3.173065	5	5.0	2.0	0.0	0.0	0.760754	0.314977	0.0	0.000436	0.944704	0.090007	1.177242	7.298394	0.054165	0.096212	0.150377	0.244687	0.394856	1.8e-05	1.8e-05	0.049152	0.012346	0.061498	0.237072	0.03899	1.5e-05	1.5e-05	0.088879	0.005013	0.083866	7.0	7.0	0.990057	0.945894	0.002239	27.0	0.18
جیه	جیه	jih	4.061203	3.608655	3	3.0	1.0	0.0	0.0	0.60739	0.359916	0.0	0.0	0.213925	0.907092	2.047621	7.428455	0.046271	0.155947	0.202218	0.130041	0.407647	5.1e-05	0.000755	0.045446	0.037844	0.08329	0.130254	0.102088	3.9e-05	0.001749	0.118928	0.000824	0.118104	21.0	21.0	0.998325	0.992878	0.00049	15.0	0.15
رفاه	رفاه	rɛfɑh	51.149963	4.708845	4	5.0	2.0	0.0	0.0	0.51168	0.422554	0.000899	0.0	0.870564	0.706309	0.713351	7.819975	0.042086	0.117229	0.159316	0.141799	0.407647	0.000536	0.000456	0.03391	0.032039	0.065949	0.147505	0.102088	0.000465	0.000395	0.093367	0.008177	0.08519	14.0	14.0	0.989026	0.942861	0.002663	29.0	0.123333
یالله	یالله	yɑllɑh	7.418015	3.870288	5	6.0	2.0	0.0	0.0	0.583083	0.429698	0.359214	0.016509	0.968246	0.670781	1.411545	8.188969	0.021843	0.090683	0.112527	0.078641	0.407647	7.8e-05	7.8e-05	0.018315	0.02828	0.046594	0.07264	0.102088	6.8e-05	6.8e-05	0.065932	0.003529	0.062404							
دوازده	دوازده	davɑzdah	90.509027	4.956692	6	8.0	3.0	0.0	0.0	0.658214	0.352349	0.00741	0.002362	0.783529	1.049243	1.129076	8.037134	0.059988	0.095157	0.155145	0.281878	0.407647	0.001187	0.000762	0.048597	0.01592	0.064517	0.278657	0.102088	0.001031	0.000662	0.090628	0.011391	0.079237	25.0	50.0	0.958215	0.855637	0.012173	72.0	0.763333
خودرای	خودرأی	xɔdraʔy	0.268936	2.429649	6	7.0	2.0	0.0	0.0	0.456829	0.537539	0.000899	0.001869	0.554963	1.367632	0.424204	8.066529	0.06298	0.06618	0.12916	0.194215	0.394856	4e-06	4e-06	0.045876	0.008067	0.053943	0.182979	0.03899	3e-06	3e-06	0.075217	0.017104	0.058113	25.0	50.0	0.992453	0.967222	0.002104	60.0	0.46
رزرو	رزرو	rɛzɛrv	57.706911	4.761228	4	6.0	2.0	0.0	0.0	0.475177	0.603846	0.002124	0.67607	1.228143	1.013493	0.520655	7.450982	0.036294	0.037863	0.074158	0.141799	0.119438	0.000528	0.000511	0.02861	0.002362	0.030972	0.147505	0.011059	0.000458	0.000441	0.043185	0.007684	0.035501	16.0	16.0	0.975434	0.83973	0.004222	48.0	0.143333
پرو	پرو	pɛru	31.381538	4.496674	3	4.666667	2.0	1.584963	0.283925	0.633322	0.272619	0.000899	0.0	1.560787	0.623	1.403497	7.524615	0.062051	0.050242	0.112294	0.144295	0.119438	0.011832	0.000296	0.040064	0.006944	0.047008	0.141666	0.024446	0.000342	0.000273	0.065286	0.021988	0.043298	25.0	27.0	0.997484	0.988554	0.000694	8.0	0.286667
زیرکاه	زیرکاه	zirɛkɑh	2.28799	3.359454	6	7.0	3.0	0.0	0.0	0.482311	0.476187	0.002519	0.450714	0.655524	0.383398	1.421135	7.689469	0.023372	0.078045	0.101417	0.102901	0.407647	3.1e-05	2.6e-05	0.019852	0.022758	0.04261	0.106584	0.102088	2.7e-05	2.3e-05	0.058807	0.003521	0.055286							
نگه	نگه	nɛɡah	1045.114199	6.019164	3	5.0	2.0	0.0	0.0	0.329513	0.398059	0.001113	0.002151	0.833071	0.759653	0.731014	7.706099	0.095203	0.146892	0.242095	0.244687	0.407647	0.010164	0.008932	0.075061	0.026802	0.101862	0.237072	0.102088	0.00891	0.005769	0.140232	0.020142	0.12009	12.0	12.0	0.949238	0.78347	0.010929	17.0	0.33
روزبه	روزبه	ruzbɛh	8.860682	3.947467	5	6.0	2.0	0.0	0.0	0.576603	0.530405	0.001574	0.0	0.8767	0.923792	1.611117	7.020788	0.046149	0.086049	0.132198	0.141799	0.407647	9.2e-05	9.2e-05	0.036696	0.019038	0.055734	0.147505	0.102088	8e-05	8e-05	0.076463	0.009453	0.067011	22.0	22.0	0.998108	0.991929	0.000553	0.0	0.32
نوشیدنیها	نوشیدنیها	nuʃidaniha	0.251369	2.400312	9	10.0	5.0	0.0	0.0	0.625206	0.13484	0.001324	0.143969	0.660219	0.576346	1.046032	7.473987	0.03185	0.028405	0.060255	0.244687	0.196007	1e-05	3e-06	0.025392	7.7e-05	0.025469	0.237072	0.000652	3e-06	3e-06	0.034787	0.006458	0.028328	25.0	50.0	0.992287	0.964835	0.002063	82.0	0.36
لاو	لاو	lɑv	10.854569	4.035613	3	3.0	1.0	0.0	0.0	0.992964	0.230264	0.003509	0.003359	0.574705	0.768597	1.580228	8.188969	0.024546	0.040616	0.065162	0.058995	0.119438	0.000333	0.000145	0.023239	0.004347	0.027586	0.056862	0.011059	0.000243	0.000125	0.037576	0.001307	0.036269	3.0	3.0	0.997751	0.990393	0.000655	10.0	0.133333
زیارتگاه	زیارتگاه	ziyɑratɡɑh	1.648865	3.217185	8	10.0	4.0	0.0	0.0	0.494686	0.406967	0.002158	0.346308	0.695132	0.486159	0.88961	7.941902	0.017823	0.063134	0.080957	0.102901	0.407647	2e-05	2e-05	0.015309	0.019155	0.034464	0.106584	0.102088	1.7e-05	1.7e-05	0.046493	0.002514	0.04398	25.0	50.0	0.98784	0.947225	0.003298	92.0	0.323333
هایبوری	هایبوری	hɑybury	4.355824	3.63907	7	7.0	2.0	0.0	0.0	0.80365	0.447118	0.002655	0.358523	0.897229	0.090007	0.24274	7.389781	0.023123	0.072786	0.095909	0.14918	0.394856	4.8e-05	4.8e-05	0.035561	0.005625	0.041185	0.201815	0.03899	4.2e-05	4.2e-05	0.054723	-0.012438	0.067161							
پیه	پیه	pih	1.34534	3.128832	3	3.0	1.0	0.0	0.0	0.607237	0.32065	0.0	0.0	0.213925	0.907092	0.512867	7.428455	0.067244	0.155795	0.223038	0.144295	0.407647	1.6e-05	0.000297	0.05859	0.037265	0.095855	0.141666	0.102088	1.4e-05	1.4e-05	0.127183	0.008653	0.118529	8.0	8.0	0.994059	0.970939	0.001497	12.0	0.146667
گهگاه	گهگاه	ɡahɡɑh	4.628913	3.665479	5	6.0	2.0	0.0	0.0	0.608223	0.325665	0.002227	0.003431	0.524155	1.196708	0.574947	8.075093	0.02334	0.099931	0.123271	0.115115	0.407647	9.2e-05	5.1e-05	0.022006	0.03109	0.053096	0.112067	0.102088	7.9e-05	4.4e-05	0.070175	0.001334	0.068841	12.0	12.0	0.953866	0.770594	0.008645	38.0	0.286667
والله	والله	vɑllɑh	7.308158	3.863808	5	6.0	2.0	0.0	0.0	0.795172	0.321886	0.011153	0.00417	0.968246	0.670781	1.292457	8.188969	0.03382	0.090683	0.124504	0.11145	0.407647	7.7e-05	7.7e-05	0.025368	0.02828	0.053647	0.101134	0.102088	6.7e-05	6.7e-05	0.070856	0.008453	0.062404	25.0	50.0	0.991913	0.944429	0.001507	53.0	0.31
متوجه	متوجه	mɔtavajjɛh	649.779214	5.812766	5	10.0	4.0	0.0	0.0	0.576923	0.382782	0.00555	0.087226	1.727613	1.227764	1.251079	7.886314	0.088618	0.090353	0.178971	0.377749	0.407647	0.00467	0.004376	0.062823	0.014428	0.077251	0.3953	0.102088	0.004072	0.003813	0.10172	0.025795	0.075925	25.0	50.0	0.991275	0.955479	0.002104	71.0	0.22
دایرکتوری	دایرکتوری	dɑyrɛktɔry	1.082134	3.034281	9	10.0	3.0	0.0	0.0	0.516857	0.461386	0.001619	0.114286	1.06826	0.130252	0.764007	7.937264	0.047459	0.056705	0.104164	0.281878	0.394856	1.3e-05	1.3e-05	0.041127	0.003926	0.045052	0.278657	0.03899	1.1e-05	1.1e-05	0.059112	0.006333	0.052779	25.0	50.0	0.991167	0.957414	0.002202	49.0	0.25
گروه	گروه	ɡɔruh	1177.08067	6.070806	4	5.0	2.0	0.0	0.0	0.722092	0.339991	0.002013	0.001715	1.291315	0.877857	1.380743	7.381217	0.045103	0.109637	0.154739	0.115115	0.407647	0.00911	0.007426	0.040398	0.026673	0.067071	0.112067	0.102088	0.007961	0.00648	0.087668	0.004705	0.082963	19.0	19.0	0.985462	0.927024	0.003378	48.0	0.136667
پرستشگاه	پرستشگاه	parastɛʃɡɑh	3.628308	3.559704	8	11.0	4.0	0.0	0.0	0.256659	0.324527	0.001342	0.086309	1.086002	0.810707	1.078041	7.890596	0.022715	0.063696	0.086411	0.144295	0.407647	4.1e-05	4.1e-05	0.01921	0.018292	0.037502	0.141666	0.102088	3.5e-05	3.5e-05	0.048909	0.003505	0.045404	25.0	50.0	0.979674	0.893535	0.004399	70.0	0.336667
ناآگاه	ناآگاه	nɑʔɑɡah	1.719111	3.235304	6	7.0	3.0	0.0	0.0	0.601648	0.441921	0.000742	0.691604	0.069472	1.389374	1.384669	8.113051	0.048104	0.083445	0.131549	0.244687	0.407647	3.3e-05	2e-05	0.039585	0.017511	0.057095	0.237072	0.102088	1.8e-05	1.8e-05	0.074453	0.008519	0.065935	25.0	50.0	0.992188	0.960726	0.001908	62.0	0.223333
خوشبوی	خوشبوی	xɔʃbuy	0.600693	2.778652	6	6.0	2.0	0.0	0.0	0.773328	0.296748	0.000674	0.001869	1.388618	0.431153	0.951333	7.381217	0.057761	0.072996	0.130757	0.194215	0.394856	1.1e-05	8e-06	0.047312	0.009483	0.056795	0.182979	0.03899	7e-06	7e-06	0.073961	0.010449	0.063513	25.0	42.0	0.992544	0.963403	0.001858	49.0	0.173333
